census_birth_death
,CTYNAME,CENSUS2010POP,BIRTHS2010,DEATHS2010,STNAME,Births,Deaths
2324,Lycoming County,116111,350,249,Pennsylvania,301,214
2325,McKean County,43450,117,158,Pennsylvania,269,364
2326,Mercer County,116638,301,298,Pennsylvania,258,255
2327,Mifflin County,46682,144,166,Pennsylvania,308,356
2328,Monroe County,169842,334,337,Pennsylvania,197,198
2329,Montgomery County,799874,2277,1728,Pennsylvania,285,216
2330,Montour County,18267,53,37,Pennsylvania,290,203
2331,Northampton County,297735,727,703,Pennsylvania,244,236
2332,Northumberland County,94528,232,310,Pennsylvania,245,328
2333,Perry County,45969,118,106,Pennsylvania,257,231
2334,Philadelphia County,1526006,5583,3458,Pennsylvania,366,227
2335,Pike County,57369,78,65,Pennsylvania,136,113
2336,Potter County,17457,51,59,Pennsylvania,292,338
2337,Schuylkill County,148289,365,417,Pennsylvania,246,281
2338,Snyder County,39702,97,111,Pennsylvania,244,280
2339,Somerset County,77742,215,171,Pennsylvania,277,220
2340,Sullivan County,6428,15,40,Pennsylvania,233,622
2341,Susquehanna County,43356,107,90,Pennsylvania,247,208
2342,Tioga County,41981,116,83,Pennsylvania,276,198
2343,Union County,44947,94,76,Pennsylvania,209,169
2344,Venango County,54984,158,129,Pennsylvania,287,235
2345,Warren County,41815,99,120,Pennsylvania,237,287
2346,Washington County,207820,497,536,Pennsylvania,239,258
2347,Wayne County,52822,113,143,Pennsylvania,214,271
2348,Westmoreland County,365169,825,993,Pennsylvania,226,272
2349,Wyoming County,28276,79,92,Pennsylvania,279,325
2350,York County,434972,1227,961,Pennsylvania,282,221
2352,Bristol County,49875,107,143,Rhode Island,215,287
2353,Kent County,166158,409,423,Rhode Island,246,255
2354,Newport County,82888,180,157,Rhode Island,217,189
2355,Providence County,626667,1943,1370,Rhode Island,310,219
2356,Washington County,126979,239,236,Rhode Island,188,186
2358,Abbeville County,25417,65,90,South Carolina,256,354
2359,Aiken County,160099,465,387,South Carolina,290,242
2360,Allendale County,10419,20,11,South Carolina,192,106
2361,Anderson County,187126,530,434,South Carolina,283,232
2362,Bamberg County,15987,39,18,South Carolina,244,113
2363,Barnwell County,22621,67,36,South Carolina,296,159
2364,Beaufort County,162233,512,359,South Carolina,316,221
2365,Berkeley County,177843,612,223,South Carolina,344,125
2366,Calhoun County,15175,41,73,South Carolina,270,481
2367,Charleston County,350209,1108,754,South Carolina,316,215
2368,Cherokee County,55342,185,166,South Carolina,334,300
2369,Chester County,33140,97,50,South Carolina,293,151
2370,Chesterfield County,46734,114,138,South Carolina,244,295
2371,Clarendon County,34971,80,64,South Carolina,229,183
2372,Colleton County,38892,111,96,South Carolina,285,247
2373,Darlington County,68681,182,213,South Carolina,265,310
2374,Dillon County,32062,120,135,South Carolina,374,421
2375,Dorchester County,136555,432,170,South Carolina,316,124
2376,Edgefield County,26985,48,18,South Carolina,178,67
2377,Fairfield County,23956,58,100,South Carolina,242,417
2378,Florence County,136885,424,271,South Carolina,310,198
2379,Georgetown County,60158,133,119,South Carolina,221,198
2380,Greenville County,451225,1537,814,South Carolina,341,180
2381,Greenwood County,69661,236,137,South Carolina,339,197
2382,Hampton County,21090,64,28,South Carolina,303,133
2383,Horry County,269291,700,586,South Carolina,260,218
2384,Jasper County,24777,72,68,South Carolina,291,274
2385,Kershaw County,61697,193,194,South Carolina,313,314
2386,Lancaster County,76652,204,130,South Carolina,266,170
2387,Laurens County,66537,205,153,South Carolina,308,230
2388,Lee County,19220,49,18,South Carolina,255,94
2389,Lexington County,262391,888,607,South Carolina,338,231
2390,McCormick County,10233,18,50,South Carolina,176,489
2391,Marion County,33062,114,145,South Carolina,345,439
2392,Marlboro County,28933,77,52,South Carolina,266,180
2393,Newberry County,37508,125,56,South Carolina,333,149
2394,Oconee County,74273,204,230,South Carolina,275,310
2395,Orangeburg County,92501,305,269,South Carolina,330,291
2396,Pickens County,119224,288,248,South Carolina,242,208
2397,Richland County,384504,1214,566,South Carolina,316,147
2398,Saluda County,19875,55,27,South Carolina,277,136
2399,Spartanburg County,284307,899,593,South Carolina,316,209
2400,Sumter County,107456,366,192,South Carolina,341,179
2401,Union County,28961,78,58,South Carolina,269,200
2402,Williamsburg County,34423,93,95,South Carolina,270,276
2403,York County,226073,744,417,South Carolina,329,184
2405,Aurora County,2710,3,10,South Dakota,111,369
2406,Beadle County,17398,69,65,South Dakota,397,374
2407,Bennett County,3431,21,7,South Dakota,612,204
2408,Bon Homme County,7070,17,25,South Dakota,240,354
2409,Brookings County,31965,92,54,South Dakota,288,169
2410,Brown County,36531,125,82,South Dakota,342,224
2411,Brule County,5255,32,15,South Dakota,609,285
2412,Buffalo County,1912,6,1,South Dakota,314,52
2413,Butte County,10110,30,14,South Dakota,297,138
2414,Campbell County,1466,3,2,South Dakota,205,136
2415,Charles Mix County,9129,35,11,South Dakota,383,120
2416,Clark County,3691,15,8,South Dakota,406,217
2417,Clay County,13864,28,35,South Dakota,202,252
2418,Codington County,27227,93,71,South Dakota,342,261
2419,Corson County,4050,23,15,South Dakota,568,370
2420,Custer County,8216,25,11,South Dakota,304,134
2421,Davison County,19504,61,76,South Dakota,313,390
2422,Day County,5710,17,30,South Dakota,298,525
2423,Deuel County,4364,12,15,South Dakota,275,344
2424,Dewey County,5301,33,17,South Dakota,623,321
2425,Douglas County,3002,5,6,South Dakota,167,200
2426,Edmunds County,4071,10,18,South Dakota,246,442
2427,Fall River County,7094,8,13,South Dakota,113,183
2428,Faulk County,2364,5,5,South Dakota,212,212
2429,Grant County,7356,22,22,South Dakota,299,299
2430,Gregory County,4271,13,14,South Dakota,304,328
2431,Haakon County,1937,8,4,South Dakota,413,207
2432,Hamlin County,5903,29,19,South Dakota,491,322
2433,Hand County,3431,12,15,South Dakota,350,437
2434,Hanson County,3331,7,11,South Dakota,210,330
2435,Harding County,1255,3,4,South Dakota,239,319
2436,Hughes County,17022,50,22,South Dakota,294,129
2437,Hutchinson County,7343,24,38,South Dakota,327,517
2438,Hyde County,1420,3,2,South Dakota,211,141
2439,Jackson County,3031,18,2,South Dakota,594,66
2440,Jerauld County,2071,7,4,South Dakota,338,193
2441,Jones County,1006,1,1,South Dakota,99,99
2442,Kingsbury County,5148,11,28,South Dakota,214,544
2443,Lake County,11200,40,18,South Dakota,357,161
2444,Lawrence County,24097,75,31,South Dakota,311,129
2445,Lincoln County,44828,223,43,South Dakota,497,96
2446,Lyman County,3755,9,4,South Dakota,240,107
2447,McCook County,5618,19,32,South Dakota,338,570
2448,McPherson County,2459,3,4,South Dakota,122,163
2449,Marshall County,4656,14,28,South Dakota,301,601
2450,Meade County,25434,79,26,South Dakota,311,102
2451,Mellette County,2048,5,17,South Dakota,244,830
2452,Miner County,2389,3,12,South Dakota,126,502
2453,Minnehaha County,169468,741,353,South Dakota,437,208
2454,Moody County,6486,16,14,South Dakota,247,216
2455,Oglala Lakota County,13586,96,54,South Dakota,707,397
2456,Pennington County,100948,393,232,South Dakota,389,230
2457,Perkins County,2982,15,23,South Dakota,503,771
2458,Potter County,2329,8,3,South Dakota,343,129
2459,Roberts County,10149,37,17,South Dakota,365,168
2460,Sanborn County,2355,5,4,South Dakota,212,170
2461,Spink County,6415,17,7,South Dakota,265,109
2462,Stanley County,2966,6,9,South Dakota,202,303
2463,Sully County,1373,9,0,South Dakota,655,0
2464,Todd County,9612,65,37,South Dakota,676,385
2465,Tripp County,5644,13,13,South Dakota,230,230
2466,Turner County,8347,26,28,South Dakota,311,335
2467,Union County,14399,51,37,South Dakota,354,257
2468,Walworth County,5438,15,23,South Dakota,276,423
2469,Yankton County,22438,55,66,South Dakota,245,294
2470,Ziebach County,2801,14,2,South Dakota,500,71
2472,Anderson County,75129,217,194,Tennessee,289,258
2473,Bedford County,45058,159,128,Tennessee,353,284
2474,Benton County,16489,34,44,Tennessee,206,267
2475,Bledsoe County,12876,30,15,Tennessee,233,116
2476,Blount County,123010,297,259,Tennessee,241,211
2477,Bradley County,98963,297,196,Tennessee,300,198
2478,Campbell County,40716,104,94,Tennessee,255,231
2479,Cannon County,13801,36,49,Tennessee,261,355
2480,Carroll County,28522,67,110,Tennessee,235,386
2481,Carter County,57424,129,135,Tennessee,225,235
2482,Cheatham County,39105,104,57,Tennessee,266,146
2483,Chester County,17131,44,19,Tennessee,257,111
2484,Claiborne County,32213,81,115,Tennessee,251,357
2485,Clay County,7861,18,39,Tennessee,229,496
2486,Cocke County,35662,97,103,Tennessee,272,289
2487,Coffee County,52796,159,172,Tennessee,301,326
2488,Crockett County,14586,47,25,Tennessee,322,171
2489,Cumberland County,56053,140,181,Tennessee,250,323
2490,Davidson County,626681,2414,1205,Tennessee,385,192
2491,Decatur County,11757,27,61,Tennessee,230,519
2492,DeKalb County,18723,57,86,Tennessee,304,459
2493,Dickson County,49666,158,150,Tennessee,318,302
2494,Dyer County,38335,117,106,Tennessee,305,277
2495,Fayette County,38413,105,136,Tennessee,273,354
2496,Fentress County,17959,50,84,Tennessee,278,468
2497,Franklin County,41052,80,128,Tennessee,195,312
2498,Gibson County,49683,152,126,Tennessee,306,254
2499,Giles County,29485,73,45,Tennessee,248,153
2500,Grainger County,22657,71,76,Tennessee,313,335
2501,Greene County,68831,169,171,Tennessee,246,248
2502,Grundy County,13703,36,40,Tennessee,263,292
2503,Hamblen County,62544,172,211,Tennessee,275,337
2504,Hamilton County,336463,1075,834,Tennessee,320,248
2505,Hancock County,6819,13,37,Tennessee,191,543
2506,Hardeman County,27253,58,44,Tennessee,213,161
2507,Hardin County,26026,65,43,Tennessee,250,165
2508,Hawkins County,56833,130,125,Tennessee,229,220
2509,Haywood County,18787,65,22,Tennessee,346,117
2510,Henderson County,27769,93,61,Tennessee,335,220
2511,Henry County,32330,103,85,Tennessee,319,263
2512,Hickman County,24690,57,71,Tennessee,231,288
2513,Houston County,8426,23,9,Tennessee,273,107
2514,Humphreys County,18538,53,65,Tennessee,286,351
2515,Jackson County,11638,23,20,Tennessee,198,172
2516,Jefferson County,51407,131,103,Tennessee,255,200
2517,Johnson County,18244,43,27,Tennessee,236,148
2518,Knox County,432226,1277,975,Tennessee,295,226
2519,Lake County,7832,17,26,Tennessee,217,332
2520,Lauderdale County,27815,57,92,Tennessee,205,331
2521,Lawrence County,41869,141,144,Tennessee,337,344
2522,Lewis County,12161,21,17,Tennessee,173,140
2523,Lincoln County,33361,96,148,Tennessee,288,444
2524,Loudon County,48556,117,153,Tennessee,241,315
2525,McMinn County,52266,105,172,Tennessee,201,329
2526,McNairy County,26075,73,111,Tennessee,280,426
2527,Macon County,22248,74,87,Tennessee,333,391
2528,Madison County,98294,298,271,Tennessee,303,276
2529,Marion County,28237,69,100,Tennessee,244,354
2530,Marshall County,30617,94,50,Tennessee,307,163
2531,Maury County,80956,312,153,Tennessee,385,189
2532,Meigs County,11753,35,25,Tennessee,298,213
2533,Monroe County,44519,130,94,Tennessee,292,211
2534,Montgomery County,172331,775,310,Tennessee,450,180
2535,Moore County,6362,17,28,Tennessee,267,440
2536,Morgan County,21987,55,33,Tennessee,250,150
2537,Obion County,31807,79,63,Tennessee,248,198
2538,Overton County,22083,65,81,Tennessee,294,367
2539,Perry County,7915,31,39,Tennessee,392,493
2540,Pickett County,5077,15,20,Tennessee,295,394
2541,Polk County,16825,32,47,Tennessee,190,279
2542,Putnam County,72321,231,147,Tennessee,319,203
2543,Rhea County,31809,93,58,Tennessee,292,182
2544,Roane County,54181,137,129,Tennessee,253,238
2545,Robertson County,66283,198,191,Tennessee,299,288
2546,Rutherford County,262604,933,324,Tennessee,355,123
2547,Scott County,22228,70,70,Tennessee,315,315
2548,Sequatchie County,14112,41,19,Tennessee,291,135
2549,Sevier County,89889,256,247,Tennessee,285,275
2550,Shelby County,927644,3286,1746,Tennessee,354,188
2551,Smith County,19166,59,72,Tennessee,308,376
2552,Stewart County,13324,34,32,Tennessee,255,240
2553,Sullivan County,156823,397,483,Tennessee,253,308
2554,Sumner County,160645,467,298,Tennessee,291,186
2555,Tipton County,61081,202,138,Tennessee,331,226
2556,Trousdale County,7870,19,8,Tennessee,241,102
2557,Unicoi County,18313,31,42,Tennessee,169,229
2558,Union County,19109,50,19,Tennessee,262,99
2559,Van Buren County,5548,13,6,Tennessee,234,108
2560,Warren County,39839,110,78,Tennessee,276,196
2561,Washington County,122979,354,300,Tennessee,288,244
2562,Wayne County,17021,33,67,Tennessee,194,394
2563,Weakley County,35021,104,55,Tennessee,297,157
2564,White County,25841,75,103,Tennessee,290,399
2565,Williamson County,183182,493,175,Tennessee,269,96
2566,Wilson County,113993,334,150,Tennessee,293,132
2568,Anderson County,58458,149,104,Texas,255,178
2569,Andrews County,14786,58,13,Texas,392,88
2570,Angelina County,86771,278,176,Texas,320,203
2571,Aransas County,23158,69,93,Texas,298,402
2572,Archer County,9054,21,12,Texas,232,133
2573,Armstrong County,1901,5,2,Texas,263,105
2574,Atascosa County,44911,151,116,Texas,336,258
2575,Austin County,28417,66,105,Texas,232,369
2576,Bailey County,7165,21,29,Texas,293,405
2577,Bandera County,20485,39,30,Texas,190,146
2578,Bastrop County,74171,183,176,Texas,247,237
2579,Baylor County,3726,8,28,Texas,215,751
2580,Bee County,31861,86,94,Texas,270,295
2581,Bell County,310235,1555,393,Texas,501,127
2582,Bexar County,1714773,6214,2789,Texas,362,163
2583,Blanco County,10497,20,40,Texas,191,381
2584,Borden County,641,1,0,Texas,156,0
2585,Bosque County,18212,49,50,Texas,269,275
2586,Bowie County,92565,303,273,Texas,327,295
2587,Brazoria County,313166,1203,507,Texas,384,162
2588,Brazos County,194851,668,228,Texas,343,117
2589,Brewster County,9232,25,45,Texas,271,487
2590,Briscoe County,1637,7,9,Texas,428,550
2591,Brooks County,7223,25,12,Texas,346,166
2592,Brown County,38106,108,160,Texas,283,420
2593,Burleson County,17187,51,24,Texas,297,140
2594,Burnet County,42750,110,117,Texas,257,274
2595,Caldwell County,38066,114,38,Texas,299,100
2596,Calhoun County,21381,72,73,Texas,337,341
2597,Callahan County,13544,31,60,Texas,229,443
2598,Cameron County,406220,1818,598,Texas,448,147
2599,Camp County,12401,56,57,Texas,452,460
2600,Carson County,6182,15,18,Texas,243,291
2601,Cass County,30464,89,132,Texas,292,433
2602,Castro County,8062,30,0,Texas,372,0
2603,Chambers County,35096,121,82,Texas,345,234
2604,Cherokee County,50845,203,78,Texas,399,153
2605,Childress County,7041,15,5,Texas,213,71
2606,Clay County,10752,19,22,Texas,177,205
2607,Cochran County,3127,11,1,Texas,352,32
2608,Coke County,3320,4,7,Texas,120,211
2609,Coleman County,8895,16,46,Texas,180,517
2610,Collin County,782341,2622,747,Texas,335,95
2611,Collingsworth County,3057,14,15,Texas,458,491
2612,Colorado County,20874,67,84,Texas,321,402
2613,Comal County,108472,312,185,Texas,288,171
2614,Comanche County,13974,29,39,Texas,208,279
2615,Concho County,4087,6,2,Texas,147,49
2616,Cooke County,38437,139,70,Texas,362,182
2617,Coryell County,75388,250,97,Texas,332,129
2618,Cottle County,1505,9,2,Texas,598,133
2619,Crane County,4375,16,3,Texas,366,69
2620,Crockett County,3719,17,19,Texas,457,511
2621,Crosby County,6059,20,40,Texas,330,660
2622,Culberson County,2398,6,2,Texas,250,83
2623,Dallam County,6703,25,1,Texas,373,15
2624,Dallas County,2368139,9738,3414,Texas,411,144
2625,Dawson County,13833,36,53,Texas,260,383
2626,Deaf Smith County,19372,84,12,Texas,434,62
2627,Delta County,5231,15,26,Texas,287,497
2628,Denton County,662614,2190,689,Texas,331,104
2629,DeWitt County,20097,57,91,Texas,284,453
2630,Dickens County,2444,2,2,Texas,82,82
2631,Dimmit County,9996,32,9,Texas,320,90
2632,Donley County,3677,12,13,Texas,326,354
2633,Duval County,11782,39,40,Texas,331,340
2634,Eastland County,18583,48,47,Texas,258,253
2635,Ector County,137130,578,218,Texas,421,159
2636,Edwards County,2002,9,2,Texas,450,100
2637,Ellis County,149610,481,194,Texas,322,130
2638,El Paso County,800647,3291,1131,Texas,411,141
2639,Erath County,37890,117,81,Texas,309,214
2640,Falls County,17866,49,22,Texas,274,123
2641,Fannin County,33915,88,78,Texas,259,230
2642,Fayette County,24554,53,38,Texas,216,155
2643,Fisher County,3974,11,18,Texas,277,453
2644,Floyd County,6446,22,34,Texas,341,527
2645,Foard County,1336,3,3,Texas,225,225
2646,Fort Bend County,585375,1936,652,Texas,331,111
2647,Franklin County,10605,25,24,Texas,236,226
2648,Freestone County,19816,54,62,Texas,273,313
2649,Frio County,17217,52,11,Texas,302,64
2650,Gaines County,17526,87,42,Texas,496,240
2651,Galveston County,291309,962,596,Texas,330,205
2652,Garza County,6461,26,26,Texas,402,402
2653,Gillespie County,24837,65,88,Texas,262,354
2654,Glasscock County,1226,5,2,Texas,408,163
2655,Goliad County,7210,20,29,Texas,277,402
2656,Gonzales County,19807,55,70,Texas,278,353
2657,Gray County,22535,83,44,Texas,368,195
2658,Grayson County,120877,331,295,Texas,274,244
2659,Gregg County,121730,491,233,Texas,403,191
2660,Grimes County,26604,91,94,Texas,342,353
2661,Guadalupe County,131533,414,162,Texas,315,123
2662,Hale County,36273,164,99,Texas,452,273
2663,Hall County,3353,6,5,Texas,179,149
2664,Hamilton County,8517,21,54,Texas,247,634
2665,Hansford County,5613,18,17,Texas,321,303
2666,Hardeman County,4139,14,10,Texas,338,242
2667,Hardin County,54635,176,103,Texas,322,189
2668,Harris County,4092459,16102,5385,Texas,393,132
2669,Harrison County,65631,206,100,Texas,314,152
2670,Hartley County,6062,9,5,Texas,148,82
2671,Haskell County,5899,16,34,Texas,271,576
2672,Hays County,157107,500,238,Texas,318,151
2673,Hemphill County,3807,15,12,Texas,394,315
2674,Henderson County,78532,222,269,Texas,283,343
2675,Hidalgo County,774769,3771,909,Texas,487,117
2676,Hill County,35089,107,61,Texas,305,174
2677,Hockley County,22935,99,73,Texas,432,318
2678,Hood County,51182,129,110,Texas,252,215
2679,Hopkins County,35161,122,125,Texas,347,356
2680,Houston County,23732,60,112,Texas,253,472
2681,Howard County,35012,106,117,Texas,303,334
2682,Hudspeth County,3476,11,0,Texas,316,0
2683,Hunt County,86129,283,243,Texas,329,282
2684,Hutchinson County,22150,63,49,Texas,284,221
2685,Irion County,1599,5,4,Texas,313,250
2686,Jack County,9044,23,35,Texas,254,387
2687,Jackson County,14075,54,20,Texas,384,142
2688,Jasper County,35710,110,132,Texas,308,370
2689,Jeff Davis County,2342,4,1,Texas,171,43
2690,Jefferson County,252273,875,538,Texas,347,213
2691,Jim Hogg County,5300,16,22,Texas,302,415
2692,Jim Wells County,40838,167,116,Texas,409,284
2693,Johnson County,150934,484,228,Texas,321,151
2694,Jones County,20202,25,20,Texas,124,99
2695,Karnes County,14824,36,11,Texas,243,74
2696,Kaufman County,103350,355,247,Texas,343,239
2697,Kendall County,33410,85,90,Texas,254,269
2698,Kenedy County,416,0,0,Texas,0,0
2699,Kent County,808,1,1,Texas,124,124
2700,Kerr County,49625,136,185,Texas,274,373
2701,Kimble County,4607,12,6,Texas,260,130
2702,King County,286,1,0,Texas,350,0
2703,Kinney County,3598,5,22,Texas,139,611
2704,Kleberg County,32061,98,86,Texas,306,268
2705,Knox County,3719,10,22,Texas,269,592
2706,Lamar County,49793,150,143,Texas,301,287
2707,Lamb County,13977,49,63,Texas,351,451
2708,Lampasas County,19677,62,27,Texas,315,137
2709,La Salle County,6886,20,3,Texas,290,44
2710,Lavaca County,19263,46,51,Texas,239,265
2711,Lee County,16612,49,53,Texas,295,319
2712,Leon County,16801,42,85,Texas,250,506
2713,Liberty County,75643,249,171,Texas,329,226
2714,Limestone County,23384,85,33,Texas,363,141
2715,Lipscomb County,3302,14,10,Texas,424,303
2716,Live Oak County,11531,34,34,Texas,295,295
2717,Llano County,19301,35,52,Texas,181,269
2718,Loving County,82,0,0,Texas,0,0
2719,Lubbock County,278831,1079,511,Texas,387,183
2720,Lynn County,5915,23,4,Texas,389,68
2721,McCulloch County,8283,30,41,Texas,362,495
2722,McLennan County,234906,850,413,Texas,362,176
2723,McMullen County,707,1,1,Texas,141,141
2724,Madison County,13664,45,42,Texas,329,307
2725,Marion County,10546,24,62,Texas,228,588
2726,Martin County,4799,20,19,Texas,417,396
2727,Mason County,4012,8,20,Texas,199,499
2728,Matagorda County,36702,121,100,Texas,330,272
2729,Maverick County,54258,233,100,Texas,429,184
2730,Medina County,46006,119,67,Texas,259,146
2731,Menard County,2242,3,16,Texas,134,714
2732,Midland County,136872,546,228,Texas,399,167
2733,Milam County,24757,68,84,Texas,275,339
2734,Mills County,4936,14,7,Texas,284,142
2735,Mitchell County,9403,31,29,Texas,330,308
2736,Montague County,19719,65,50,Texas,330,254
2737,Montgomery County,455746,1520,766,Texas,334,168
2738,Moore County,21904,93,19,Texas,425,87
2739,Morris County,12934,40,55,Texas,309,425
2740,Motley County,1210,5,7,Texas,413,579
2741,Nacogdoches County,64524,238,99,Texas,369,153
2742,Navarro County,47735,167,126,Texas,350,264
2743,Newton County,14445,26,19,Texas,180,132
2744,Nolan County,15216,52,23,Texas,342,151
2745,Nueces County,340223,1143,693,Texas,336,204
2746,Ochiltree County,10223,33,28,Texas,323,274
2747,Oldham County,2052,5,5,Texas,244,244
2748,Orange County,81837,265,180,Texas,324,220
2749,Palo Pinto County,28111,78,94,Texas,277,334
2750,Panola County,23796,60,100,Texas,252,420
2751,Parker County,116927,352,268,Texas,301,229
2752,Parmer County,10269,28,38,Texas,273,370
2753,Pecos County,15507,50,35,Texas,322,226
2754,Polk County,45413,136,162,Texas,299,357
2755,Potter County,121073,532,316,Texas,439,261
2756,Presidio County,7818,36,18,Texas,460,230
2757,Rains County,10914,23,40,Texas,211,367
2758,Randall County,120725,381,266,Texas,316,220
2759,Reagan County,3367,13,2,Texas,386,59
2760,Real County,3309,8,5,Texas,242,151
2761,Red River County,12860,34,23,Texas,264,179
2762,Reeves County,13783,43,11,Texas,312,80
2763,Refugio County,7383,21,8,Texas,284,108
2764,Roberts County,929,4,4,Texas,431,431
2765,Robertson County,16622,43,74,Texas,259,445
2766,Rockwall County,78337,217,114,Texas,277,146
2767,Runnels County,10501,33,47,Texas,314,448
2768,Rusk County,53330,146,113,Texas,274,212
2769,Sabine County,10834,23,23,Texas,212,212
2770,San Augustine County,8865,23,17,Texas,259,192
2771,San Jacinto County,26384,77,45,Texas,292,171
2772,San Patricio County,64804,209,198,Texas,323,306
2773,San Saba County,6131,11,27,Texas,179,440
2774,Schleicher County,3461,8,2,Texas,231,58
2775,Scurry County,16921,59,53,Texas,349,313
2776,Shackelford County,3378,10,2,Texas,296,59
2777,Shelby County,25448,89,55,Texas,350,216
2778,Sherman County,3034,5,8,Texas,165,264
2779,Smith County,209714,726,437,Texas,346,208
2780,Somervell County,8490,19,21,Texas,224,247
2781,Starr County,60968,325,107,Texas,533,176
2782,Stephens County,9630,33,14,Texas,343,145
2783,Sterling County,1143,4,7,Texas,350,612
2784,Stonewall County,1490,0,8,Texas,0,537
2785,Sutton County,4128,9,18,Texas,218,436
2786,Swisher County,7854,25,6,Texas,318,76
2787,Tarrant County,1809034,6695,2611,Texas,370,144
2788,Taylor County,131506,483,329,Texas,367,250
2789,Terrell County,984,6,0,Texas,610,0
2790,Terry County,12651,44,14,Texas,348,111
2791,Throckmorton County,1641,5,0,Texas,305,0
2792,Titus County,32334,118,61,Texas,365,189
2793,Tom Green County,110224,396,200,Texas,359,181
2794,Travis County,1024266,3859,1117,Texas,377,109
2795,Trinity County,14585,43,29,Texas,295,199
2796,Tyler County,21766,53,46,Texas,243,211
2797,Upshur County,39309,111,76,Texas,282,193
2798,Upton County,3355,7,14,Texas,209,417
2799,Uvalde County,26405,96,74,Texas,364,280
2800,Val Verde County,48879,206,122,Texas,421,250
2801,Van Zandt County,52579,121,164,Texas,230,312
2802,Victoria County,86793,315,139,Texas,363,160
2803,Walker County,67861,148,68,Texas,218,100
2804,Waller County,43205,147,34,Texas,340,79
2805,Ward County,10658,28,35,Texas,263,328
2806,Washington County,33718,103,110,Texas,305,326
2807,Webb County,250304,1328,311,Texas,531,124
2808,Wharton County,41280,131,139,Texas,317,337
2809,Wheeler County,5410,11,22,Texas,203,407
2810,Wichita County,131500,458,267,Texas,348,203
2811,Wilbarger County,13535,46,39,Texas,340,288
2812,Willacy County,22134,86,18,Texas,389,81
2813,Williamson County,422679,1499,404,Texas,355,96
2814,Wilson County,42918,103,112,Texas,240,261
2815,Winkler County,7110,22,14,Texas,309,197
2816,Wise County,59127,194,130,Texas,328,220
2817,Wood County,41964,91,160,Texas,217,381
2818,Yoakum County,7879,38,22,Texas,482,279
2819,Young County,18550,61,92,Texas,329,496
2820,Zapata County,14018,91,11,Texas,649,78
2821,Zavala County,11677,37,9,Texas,317,77
2823,Beaver County,6629,42,7,Utah,634,106
2824,Box Elder County,49975,227,66,Utah,454,132
2825,Cache County,112656,639,86,Utah,567,76
2826,Carbon County,21403,78,80,Utah,364,374
2827,Daggett County,1059,10,0,Utah,944,0
2828,Davis County,306479,1573,346,Utah,513,113
2829,Duchesne County,18607,118,19,Utah,634,102
2830,Emery County,10976,53,13,Utah,483,118
2831,Garfield County,5172,22,12,Utah,425,232
2832,Grand County,9225,33,9,Utah,358,98
2833,Iron County,46163,240,81,Utah,520,175
2834,Juab County,10246,48,16,Utah,468,156
2835,Kane County,7125,15,26,Utah,211,365
2836,Millard County,12503,41,24,Utah,328,192
2837,Morgan County,9469,45,18,Utah,475,190
2838,Piute County,1556,4,0,Utah,257,0
2839,Rich County,2264,8,8,Utah,353,353
2840,Salt Lake County,1029655,4756,1412,Utah,462,137
2841,San Juan County,14746,58,8,Utah,393,54
2842,Sanpete County,27822,107,30,Utah,385,108
2843,Sevier County,20802,89,64,Utah,428,308
2844,Summit County,36324,112,46,Utah,308,127
2845,Tooele County,58218,267,99,Utah,459,170
2846,Uintah County,32588,159,30,Utah,488,92
2847,Utah County,516564,3252,451,Utah,630,87
2848,Wasatch County,23530,79,37,Utah,336,157
2849,Washington County,138115,607,301,Utah,439,218
2850,Wayne County,2778,10,2,Utah,360,72
2851,Weber County,231236,1064,387,Utah,460,167
2853,Addison County,36821,90,57,Vermont,244,155
2854,Bennington County,37125,101,122,Vermont,272,329
2855,Caledonia County,31227,63,93,Vermont,202,298
2856,Chittenden County,156545,414,231,Vermont,264,148
2857,Essex County,6306,18,8,Vermont,285,127
2858,Franklin County,47746,147,65,Vermont,308,136
2859,Grand Isle County,6970,13,28,Vermont,187,402
2860,Lamoille County,24475,88,65,Vermont,360,266
2861,Orange County,28936,79,70,Vermont,273,242
2862,Orleans County,27231,74,53,Vermont,272,195
2863,Rutland County,61642,141,130,Vermont,229,211
2864,Washington County,59534,174,145,Vermont,292,244
2865,Windham County,44513,115,92,Vermont,258,207
2866,Windsor County,56670,139,167,Vermont,245,295
2868,Accomack County,33164,89,145,Virginia,268,437
2869,Albemarle County,98970,295,207,Virginia,298,209
2870,Alleghany County,16250,30,76,Virginia,185,468
2871,Amelia County,12690,39,13,Virginia,307,102
2872,Amherst County,32353,85,53,Virginia,263,164
2873,Appomattox County,14973,48,27,Virginia,321,180
2874,Arlington County,207627,816,235,Virginia,393,113
2875,Augusta County,73750,156,159,Virginia,212,216
2876,Bath County,4731,3,4,Virginia,63,85
2877,Bedford County,68676,208,204,Virginia,303,297
2878,Bland County,6824,6,24,Virginia,88,352
2879,Botetourt County,33148,54,50,Virginia,163,151
2880,Brunswick County,17434,37,57,Virginia,212,327
2881,Buchanan County,24098,61,39,Virginia,253,162
2882,Buckingham County,17146,42,54,Virginia,245,315
2883,Campbell County,54842,159,152,Virginia,290,277
2884,Caroline County,28545,106,81,Virginia,371,284
2885,Carroll County,30042,56,71,Virginia,186,236
2886,Charles City County,7256,25,36,Virginia,345,496
