"","CTYNAME","CENSUS2010POP","POPESTIMATE2019","BIRTHS2019","DEATHS2019","STNAME"
"535","Tift County",40118,40644,554,419,"Georgia"
"536","Toombs County",27223,26830,372,308,"Georgia"
"537","Towns County",10471,12037,94,181,"Georgia"
"538","Treutlen County",6885,6901,71,74,"Georgia"
"539","Troup County",67044,69922,886,763,"Georgia"
"540","Turner County",8930,7985,111,92,"Georgia"
"541","Twiggs County",9023,8120,72,141,"Georgia"
"542","Union County",21356,24511,167,305,"Georgia"
"543","Upson County",27153,26320,306,400,"Georgia"
"544","Walker County",68756,69761,745,835,"Georgia"
"545","Walton County",83768,94593,1174,937,"Georgia"
"546","Ware County",36312,35734,476,455,"Georgia"
"547","Warren County",5834,5254,61,68,"Georgia"
"548","Washington County",21187,20374,219,227,"Georgia"
"549","Wayne County",30099,29927,360,358,"Georgia"
"550","Webster County",2799,2607,23,22,"Georgia"
"551","Wheeler County",7421,7855,64,63,"Georgia"
"552","White County",27144,30798,288,316,"Georgia"
"553","Whitfield County",102599,104628,1305,837,"Georgia"
"554","Wilcox County",9255,8635,78,88,"Georgia"
"555","Wilkes County",10593,9777,95,147,"Georgia"
"556","Wilkinson County",9563,8954,104,127,"Georgia"
"557","Worth County",21679,20247,213,230,"Georgia"
"559","Hawaii County",185079,201513,2237,2003,"Hawaii"
"560","Honolulu County",953207,974563,12013,8595,"Hawaii"
"561","Kalawao County",90,86,0,0,"Hawaii"
"562","Kauai County",67091,72293,794,704,"Hawaii"
"563","Maui County",154834,167417,1834,1446,"Hawaii"
"565","Ada County",392365,481587,4980,3055,"Idaho"
"566","Adams County",3976,4294,31,27,"Idaho"
"567","Bannock County",82839,87808,1170,709,"Idaho"
"568","Bear Lake County",5986,6125,77,63,"Idaho"
"569","Benewah County",9285,9298,96,99,"Idaho"
"570","Bingham County",45607,46811,593,377,"Idaho"
"571","Blaine County",21376,23021,192,106,"Idaho"
"572","Boise County",7028,7831,59,58,"Idaho"
"573","Bonner County",40877,45739,426,438,"Idaho"
"574","Bonneville County",104234,119062,1876,863,"Idaho"
"575","Boundary County",10972,12245,134,132,"Idaho"
"576","Butte County",2891,2597,30,26,"Idaho"
"577","Camas County",1117,1106,10,6,"Idaho"
"578","Canyon County",188923,229849,3099,1547,"Idaho"
"579","Caribou County",6963,7155,98,60,"Idaho"
"580","Cassia County",22952,24030,391,185,"Idaho"
"581","Clark County",982,845,8,2,"Idaho"
"582","Clearwater County",8761,8756,72,96,"Idaho"
"583","Custer County",4368,4315,33,38,"Idaho"
"584","Elmore County",27038,27511,456,195,"Idaho"
"585","Franklin County",12786,13876,202,105,"Idaho"
"586","Fremont County",13242,13099,183,92,"Idaho"
"587","Gem County",16719,18112,200,203,"Idaho"
"588","Gooding County",15464,15179,191,117,"Idaho"
"589","Idaho County",16267,16667,149,179,"Idaho"
"590","Jefferson County",26140,29871,496,163,"Idaho"
"591","Jerome County",22374,24412,367,152,"Idaho"
"592","Kootenai County",138494,165697,1815,1503,"Idaho"
"593","Latah County",37244,40108,422,215,"Idaho"
"594","Lemhi County",7936,8027,75,99,"Idaho"
"595","Lewis County",3821,3838,34,37,"Idaho"
"596","Lincoln County",5208,5366,66,41,"Idaho"
"597","Madison County",37536,39907,1108,141,"Idaho"
"598","Minidoka County",20069,21039,308,179,"Idaho"
"599","Nez Perce County",39265,40408,457,452,"Idaho"
"600","Oneida County",4286,4531,54,41,"Idaho"
"601","Owyhee County",11526,11823,141,94,"Idaho"
"602","Payette County",22623,23951,306,214,"Idaho"
"603","Power County",7817,7681,115,61,"Idaho"
"604","Shoshone County",12765,12882,160,159,"Idaho"
"605","Teton County",10170,12142,135,43,"Idaho"
"606","Twin Falls County",77230,86878,1195,778,"Idaho"
"607","Valley County",9862,11392,102,72,"Idaho"
"608","Washington County",10198,10194,108,86,"Idaho"
"610","Adams County",67103,65435,776,850,"Illinois"
"611","Alexander County",8238,5761,54,72,"Illinois"
"612","Bond County",17768,16426,146,157,"Illinois"
"613","Boone County",54165,53544,564,417,"Illinois"
"614","Brown County",6937,6578,56,56,"Illinois"
"615","Bureau County",34978,32628,314,383,"Illinois"
"616","Calhoun County",5089,4739,39,56,"Illinois"
"617","Carroll County",15387,14305,131,192,"Illinois"
"618","Cass County",13642,12147,167,130,"Illinois"
"619","Champaign County",201081,209689,2232,1389,"Illinois"
"620","Christian County",34800,32304,324,396,"Illinois"
"621","Clark County",16335,15441,168,199,"Illinois"
"622","Clay County",13815,13184,144,173,"Illinois"
"623","Clinton County",37762,37562,413,367,"Illinois"
"624","Coles County",53873,50621,452,500,"Illinois"
"625","Cook County",5194675,5150233,61822,42432,"Illinois"
"626","Crawford County",19817,18667,196,217,"Illinois"
"627","Cumberland County",11048,10766,119,109,"Illinois"
"628","DeKalb County",105160,104897,1107,729,"Illinois"
"629","De Witt County",16561,15638,162,205,"Illinois"
"630","Douglas County",19980,19465,246,175,"Illinois"
"631","DuPage County",916924,922921,10158,6595,"Illinois"
"632","Edgar County",18576,17161,170,227,"Illinois"
"633","Edwards County",6721,6395,74,59,"Illinois"
"634","Effingham County",34242,34008,469,375,"Illinois"
"635","Fayette County",22140,21336,228,218,"Illinois"
"636","Ford County",14081,12961,145,186,"Illinois"
"637","Franklin County",39561,38469,460,509,"Illinois"
"638","Fulton County",37069,34340,321,463,"Illinois"
"639","Gallatin County",5589,4828,40,79,"Illinois"
"640","Greene County",13886,12969,131,153,"Illinois"
"641","Grundy County",50063,51054,576,405,"Illinois"
"642","Hamilton County",8457,8116,78,102,"Illinois"
"643","Hancock County",19104,17708,178,198,"Illinois"
"644","Hardin County",4320,3821,31,65,"Illinois"
"645","Henderson County",7331,6646,63,95,"Illinois"
"646","Henry County",50486,48913,479,543,"Illinois"
"647","Iroquois County",29718,27114,292,359,"Illinois"
"648","Jackson County",60218,56750,614,496,"Illinois"
"649","Jasper County",9698,9610,114,93,"Illinois"
"650","Jefferson County",38827,37684,452,445,"Illinois"
"651","Jersey County",22985,21773,211,234,"Illinois"
"652","Jo Daviess County",22678,21235,165,240,"Illinois"
"653","Johnson County",12582,12417,101,144,"Illinois"
"654","Kane County",515269,532403,6249,3464,"Illinois"
"655","Kankakee County",113449,109862,1240,1167,"Illinois"
"656","Kendall County",114736,128990,1473,580,"Illinois"
"657","Knox County",52919,49699,559,620,"Illinois"
"658","Lake County",703462,696535,7261,4780,"Illinois"
"659","LaSalle County",113924,108669,1124,1252,"Illinois"
"660","Lawrence County",16833,15678,145,198,"Illinois"
"661","Lee County",36031,34096,338,376,"Illinois"
"662","Livingston County",38950,35648,422,412,"Illinois"
"663","Logan County",30305,28618,286,334,"Illinois"
"664","McDonough County",32612,29682,258,296,"Illinois"
"665","McHenry County",308760,307774,3090,2198,"Illinois"
"666","McLean County",169572,171517,1877,1246,"Illinois"
"667","Macon County",110768,104009,1258,1223,"Illinois"
"668","Macoupin County",47765,44926,447,561,"Illinois"
"669","Madison County",269282,262966,2804,2944,"Illinois"
"670","Marion County",39437,37205,451,461,"Illinois"
"671","Marshall County",12640,11438,117,151,"Illinois"
"672","Mason County",14666,13359,127,175,"Illinois"
"673","Massac County",15429,13772,138,178,"Illinois"
"674","Menard County",12705,12196,122,127,"Illinois"
"675","Mercer County",16434,15437,140,194,"Illinois"
"676","Monroe County",32957,34637,359,319,"Illinois"
"677","Montgomery County",30104,28414,301,365,"Illinois"
"678","Morgan County",35547,33658,355,391,"Illinois"
"679","Moultrie County",14846,14501,174,160,"Illinois"
"680","Ogle County",53497,50643,525,495,"Illinois"
"681","Peoria County",186494,179179,2445,1826,"Illinois"
"682","Perry County",22350,20916,188,228,"Illinois"
"683","Piatt County",16729,16344,173,159,"Illinois"
"684","Pike County",16430,15561,194,176,"Illinois"
"685","Pope County",4470,4177,25,39,"Illinois"
"686","Pulaski County",6161,5335,56,75,"Illinois"
"687","Putnam County",6006,5739,47,55,"Illinois"
"688","Randolph County",33476,31782,320,379,"Illinois"
"689","Richland County",16233,15513,162,187,"Illinois"
"690","Rock Island County",147546,141879,1661,1543,"Illinois"
"691","St. Clair County",270056,259686,3095,2723,"Illinois"
"692","Saline County",24913,23491,278,343,"Illinois"
"693","Sangamon County",197465,194672,2201,2101,"Illinois"
"694","Schuyler County",7544,6768,54,93,"Illinois"
"695","Scott County",5355,4951,43,47,"Illinois"
"696","Shelby County",22363,21634,228,246,"Illinois"
"697","Stark County",5994,5342,57,76,"Illinois"
"698","Stephenson County",47711,44498,476,547,"Illinois"
"699","Tazewell County",135394,131803,1375,1444,"Illinois"
"700","Union County",17808,16653,173,224,"Illinois"
"701","Vermilion County",81625,75758,918,945,"Illinois"
"702","Wabash County",11947,11520,131,114,"Illinois"
"703","Warren County",17707,16844,204,178,"Illinois"
"704","Washington County",14716,13887,154,143,"Illinois"
"705","Wayne County",16760,16215,187,211,"Illinois"
"706","White County",14665,13537,132,199,"Illinois"
"707","Whiteside County",58498,55175,610,649,"Illinois"
"708","Will County",677560,690743,7311,4812,"Illinois"
"709","Williamson County",66357,66597,716,769,"Illinois"
"710","Winnebago County",295266,282572,3445,2928,"Illinois"
"711","Woodford County",38664,38459,418,391,"Illinois"
"713","Adams County",34387,35777,676,261,"Indiana"
"714","Allen County",355329,379299,5155,3162,"Indiana"
"715","Bartholomew County",76794,83779,1015,734,"Indiana"
"716","Benton County",8854,8748,103,81,"Indiana"
"717","Blackford County",12766,11758,115,163,"Indiana"
"718","Boone County",56640,67843,764,469,"Indiana"
"719","Brown County",15242,15092,117,153,"Indiana"
"720","Carroll County",20155,20257,232,191,"Indiana"
"721","Cass County",38966,37689,452,415,"Indiana"
"722","Clark County",110232,118302,1436,1197,"Indiana"
"723","Clay County",26890,26225,307,288,"Indiana"
"724","Clinton County",33224,32399,422,320,"Indiana"
"725","Crawford County",10713,10577,117,121,"Indiana"
"726","Daviess County",31648,33351,539,327,"Indiana"
"727","Dearborn County",50047,49458,457,457,"Indiana"
"728","Decatur County",25740,26559,320,273,"Indiana"
"729","DeKalb County",42223,43475,508,406,"Indiana"
"730","Delaware County",117671,114135,1081,1187,"Indiana"
"731","Dubois County",41889,42736,559,409,"Indiana"
"732","Elkhart County",197559,206341,3054,1669,"Indiana"
"733","Fayette County",24277,23102,271,285,"Indiana"
"734","Floyd County",74578,78522,885,758,"Indiana"
"735","Fountain County",17240,16346,184,180,"Indiana"
"736","Franklin County",23087,22758,275,211,"Indiana"
"737","Fulton County",20836,19974,230,207,"Indiana"
"738","Gibson County",33503,33659,384,385,"Indiana"
"739","Grant County",70061,65769,750,810,"Indiana"
"740","Greene County",33165,31922,339,416,"Indiana"
"741","Hamilton County",274569,338011,3832,1891,"Indiana"
"742","Hancock County",70002,78168,846,631,"Indiana"
"743","Harrison County",39364,40515,426,368,"Indiana"
"744","Hendricks County",145448,170311,1731,1139,"Indiana"
"745","Henry County",49462,47972,448,549,"Indiana"
"746","Howard County",82752,82544,946,950,"Indiana"
"747","Huntington County",37124,36520,411,390,"Indiana"
"748","Jackson County",42376,44231,591,456,"Indiana"
"749","Jasper County",33478,33562,362,331,"Indiana"
"750","Jay County",21253,20436,277,226,"Indiana"
"751","Jefferson County",32428,32308,372,350,"Indiana"
"752","Jennings County",28525,27735,338,302,"Indiana"
"753","Johnson County",139654,158167,1810,1299,"Indiana"
"754","Knox County",38440,36594,390,394,"Indiana"
"755","Kosciusko County",77358,79456,1029,724,"Indiana"
"756","LaGrange County",37128,39614,727,261,"Indiana"
"757","Lake County",496005,485493,5438,5029,"Indiana"
"758","LaPorte County",111467,109888,1248,1215,"Indiana"
"759","Lawrence County",46134,45370,465,563,"Indiana"
"760","Madison County",131636,129569,1369,1445,"Indiana"
"761","Marion County",903393,964582,14203,8190,"Indiana"
"762","Marshall County",47051,46258,582,477,"Indiana"
"763","Martin County",10334,10255,111,102,"Indiana"
"764","Miami County",36903,35516,382,364,"Indiana"
"765","Monroe County",137974,148431,1205,941,"Indiana"
"766","Montgomery County",38124,38338,426,389,"Indiana"
"767","Morgan County",68894,70489,780,675,"Indiana"
"768","Newton County",14244,13984,129,142,"Indiana"
"769","Noble County",47536,47744,632,455,"Indiana"
"770","Ohio County",6128,5875,71,76,"Indiana"
"771","Orange County",19840,19646,246,226,"Indiana"
"772","Owen County",21575,20799,201,262,"Indiana"
"773","Parke County",17339,16937,203,175,"Indiana"
"774","Perry County",19338,19169,205,184,"Indiana"
"775","Pike County",12845,12389,131,145,"Indiana"
"776","Porter County",164343,170389,1618,1635,"Indiana"
"777","Posey County",25910,25427,242,261,"Indiana"
"778","Pulaski County",13402,12353,122,135,"Indiana"
"779","Putnam County",37963,37576,356,344,"Indiana"
"780","Randolph County",26171,24665,283,269,"Indiana"
"781","Ripley County",28818,28324,343,300,"Indiana"
"782","Rush County",17392,16581,183,184,"Indiana"
"783","St. Joseph County",266931,271826,3429,2460,"Indiana"
"784","Scott County",24181,23873,262,310,"Indiana"
"785","Shelby County",44436,44729,492,442,"Indiana"
"786","Spencer County",20952,20277,212,235,"Indiana"
"787","Starke County",23363,22995,262,284,"Indiana"
"788","Steuben County",34185,34594,336,348,"Indiana"
"789","Sullivan County",21475,20669,207,209,"Indiana"
"790","Switzerland County",10613,10751,110,109,"Indiana"
"791","Tippecanoe County",172780,195732,2196,1204,"Indiana"
"792","Tipton County",15936,15148,144,157,"Indiana"
"793","Union County",7516,7054,66,66,"Indiana"
"794","Vanderburgh County",179703,181451,2058,1889,"Indiana"
"795","Vermillion County",16212,15498,170,199,"Indiana"
"796","Vigo County",107848,107038,1192,1169,"Indiana"
"797","Wabash County",32888,30996,306,406,"Indiana"
"798","Warren County",8508,8265,86,84,"Indiana"
"799","Warrick County",59689,62998,627,617,"Indiana"
"800","Washington County",28262,28036,321,302,"Indiana"
"801","Wayne County",68917,65884,757,866,"Indiana"
"802","Wells County",27636,28296,321,246,"Indiana"
"803","White County",24643,24102,291,282,"Indiana"
"804","Whitley County",33292,33964,409,312,"Indiana"
"806","Adair County",7682,7152,84,77,"Iowa"
"807","Adams County",4029,3602,29,38,"Iowa"
"808","Allamakee County",14330,13687,192,178,"Iowa"
"809","Appanoose County",12887,12426,127,170,"Iowa"
"810","Audubon County",6119,5496,60,63,"Iowa"
"811","Benton County",26076,25645,280,263,"Iowa"
"812","Black Hawk County",131090,131228,1660,1212,"Iowa"
"813","Boone County",26306,26234,268,290,"Iowa"
"814","Bremer County",24276,25062,271,218,"Iowa"
"815","Buchanan County",20958,21175,267,199,"Iowa"
"816","Buena Vista County",20260,19620,286,148,"Iowa"
"817","Butler County",14867,14439,134,172,"Iowa"
"818","Calhoun County",9670,9668,102,124,"Iowa"
"819","Carroll County",20816,20165,237,224,"Iowa"
"820","Cass County",13956,12836,141,182,"Iowa"
"821","Cedar County",18499,18627,194,171,"Iowa"
"822","Cerro Gordo County",44151,42450,442,495,"Iowa"
"823","Cherokee County",12072,11235,112,163,"Iowa"
"824","Chickasaw County",12439,11933,145,111,"Iowa"
"825","Clarke County",9286,9395,124,106,"Iowa"
"826","Clay County",16667,16016,201,163,"Iowa"
"827","Clayton County",18129,17549,178,188,"Iowa"
"828","Clinton County",49116,46429,508,518,"Iowa"
"829","Crawford County",17096,16820,228,151,"Iowa"
"830","Dallas County",66135,93453,1299,507,"Iowa"
"831","Davis County",8753,9000,150,84,"Iowa"
"832","Decatur County",8457,7870,98,79,"Iowa"
"833","Delaware County",17764,17011,196,174,"Iowa"
"834","Des Moines County",40325,38967,437,434,"Iowa"
"835","Dickinson County",16667,17258,147,178,"Iowa"
"836","Dubuque County",93653,97311,1136,907,"Iowa"
"837","Emmet County",10302,9208,104,108,"Iowa"
"838","Fayette County",20880,19650,214,228,"Iowa"
"839","Floyd County",16303,15642,187,180,"Iowa"
"840","Franklin County",10680,10070,117,107,"Iowa"
"841","Fremont County",7441,6960,78,77,"Iowa"
"842","Greene County",9336,8888,103,114,"Iowa"
"843","Grundy County",12453,12232,124,134,"Iowa"
"844","Guthrie County",10954,10689,112,117,"Iowa"
"845","Hamilton County",15673,14773,170,178,"Iowa"
"846","Hancock County",11341,10630,115,130,"Iowa"
"847","Hardin County",17534,16846,169,210,"Iowa"
"848","Harrison County",14928,14049,154,181,"Iowa"
"849","Henry County",20145,19954,215,183,"Iowa"
"850","Howard County",9566,9158,117,120,"Iowa"
"851","Humboldt County",9815,9558,107,106,"Iowa"
"852","Ida County",7089,6860,68,103,"Iowa"
"853","Iowa County",16355,16184,182,182,"Iowa"
"854","Jackson County",19848,19439,223,231,"Iowa"
"855","Jasper County",36842,37185,406,378,"Iowa"
"856","Jefferson County",16843,18295,158,185,"Iowa"
"857","Johnson County",130882,151140,1730,765,"Iowa"
"858","Jones County",20638,20681,200,202,"Iowa"
"859","Keokuk County",10511,10246,121,103,"Iowa"
"860","Kossuth County",15543,14813,164,152,"Iowa"
"861","Lee County",35862,33657,370,398,"Iowa"
"862","Linn County",211226,226706,2734,1801,"Iowa"
"863","Louisa County",11387,11035,128,113,"Iowa"
"864","Lucas County",8898,8600,118,91,"Iowa"
"865","Lyon County",11581,11755,171,115,"Iowa"
"866","Madison County",15679,16338,158,154,"Iowa"
"867","Mahaska County",22381,22095,266,217,"Iowa"
"868","Marion County",33309,33253,340,327,"Iowa"
"869","Marshall County",40648,39369,514,478,"Iowa"
"870","Mills County",15059,15109,137,134,"Iowa"
"871","Mitchell County",10776,10586,129,123,"Iowa"
"872","Monona County",9243,8615,86,137,"Iowa"
"873","Monroe County",7970,7707,78,79,"Iowa"
"874","Montgomery County",10740,9917,107,135,"Iowa"
"875","Muscatine County",42745,42664,526,372,"Iowa"
"876","O'Brien County",14398,13753,170,182,"Iowa"
"877","Osceola County",6462,5958,59,67,"Iowa"
"878","Page County",15932,15107,140,194,"Iowa"
"879","Palo Alto County",9421,8886,106,108,"Iowa"
"880","Plymouth County",24986,25177,276,231,"Iowa"
"881","Pocahontas County",7310,6619,71,85,"Iowa"
"882","Polk County",430640,490161,6750,3580,"Iowa"
"883","Pottawattamie County",93158,93206,1110,941,"Iowa"
"884","Poweshiek County",18914,18504,166,198,"Iowa"
"885","Ringgold County",5131,4894,52,63,"Iowa"
"886","Sac County",10350,9721,106,117,"Iowa"
"887","Scott County",165224,172943,2069,1509,"Iowa"
"888","Shelby County",12167,11454,110,132,"Iowa"
"889","Sioux County",33704,34855,487,254,"Iowa"
"890","Story County",89542,97117,872,526,"Iowa"
"891","Tama County",17767,16854,219,193,"Iowa"
"892","Taylor County",6317,6121,70,62,"Iowa"
"893","Union County",12534,12241,130,138,"Iowa"
"894","Van Buren County",7570,7044,88,96,"Iowa"
"895","Wapello County",35625,34969,436,392,"Iowa"
"896","Warren County",46225,51466,586,439,"Iowa"
"897","Washington County",21704,21965,275,225,"Iowa"
"898","Wayne County",6403,6441,80,88,"Iowa"
"899","Webster County",38013,35904,421,418,"Iowa"
"900","Winnebago County",10866,10354,95,119,"Iowa"
"901","Winneshiek County",21056,19991,174,187,"Iowa"
"902","Woodbury County",102172,103107,1390,900,"Iowa"
"903","Worth County",7598,7381,77,69,"Iowa"
"904","Wright County",13229,12562,154,161,"Iowa"
"906","Allen County",13371,12369,138,161,"Kansas"
"907","Anderson County",8102,7858,102,96,"Kansas"
"908","Atchison County",16924,16073,162,170,"Kansas"
"909","Barber County",4861,4427,50,48,"Kansas"
"910","Barton County",27674,25779,271,304,"Kansas"
"911","Bourbon County",15173,14534,175,146,"Kansas"
"912","Brown County",9984,9564,125,121,"Kansas"
"913","Butler County",65880,66911,731,637,"Kansas"
"914","Chase County",2790,2648,18,14,"Kansas"
"915","Chautauqua County",3669,3250,28,40,"Kansas"
"916","Cherokee County",21603,19939,212,264,"Kansas"
"917","Cheyenne County",2726,2657,28,43,"Kansas"
"918","Clark County",2215,1994,23,22,"Kansas"
"919","Clay County",8535,8002,92,106,"Kansas"
"920","Cloud County",9533,8786,98,124,"Kansas"
"921","Coffey County",8601,8179,96,84,"Kansas"
"922","Comanche County",1891,1700,20,15,"Kansas"
"923","Cowley County",36311,34908,393,413,"Kansas"
"924","Crawford County",39134,38818,448,361,"Kansas"
"925","Decatur County",2961,2827,31,39,"Kansas"
"926","Dickinson County",19754,18466,198,199,"Kansas"
"927","Doniphan County",7945,7600,69,71,"Kansas"
"928","Douglas County",110826,122259,1107,687,"Kansas"
"929","Edwards County",3037,2798,25,21,"Kansas"
"930","Elk County",2882,2530,23,33,"Kansas"
"931","Ellis County",28452,28553,294,248,"Kansas"
"932","Ellsworth County",6497,6102,54,68,"Kansas"
"933","Finney County",36776,36467,613,208,"Kansas"
"934","Ford County",33848,33619,559,219,"Kansas"
"935","Franklin County",25992,25544,295,250,"Kansas"
"936","Geary County",34362,31670,851,187,"Kansas"
"937","Gove County",2695,2636,27,35,"Kansas"
"938","Graham County",2597,2482,19,38,"Kansas"
"939","Grant County",7829,7150,108,34,"Kansas"
"940","Gray County",6006,5988,94,41,"Kansas"
"941","Greeley County",1247,1232,22,9,"Kansas"
"942","Greenwood County",6689,5982,56,71,"Kansas"
"943","Hamilton County",2690,2539,29,17,"Kansas"
"944","Harper County",6034,5436,57,91,"Kansas"
"945","Harvey County",34684,34429,372,332,"Kansas"
"946","Haskell County",4256,3968,49,21,"Kansas"
"947","Hodgeman County",1916,1794,17,25,"Kansas"
"948","Jackson County",13462,13171,173,131,"Kansas"
"949","Jefferson County",19126,19043,171,149,"Kansas"
"950","Jewell County",3077,2879,31,34,"Kansas"
"951","Johnson County",544179,602401,7125,4070,"Kansas"
"952","Kearny County",3977,3838,59,23,"Kansas"
"953","Kingman County",7858,7152,75,93,"Kansas"
"954","Kiowa County",2553,2475,29,23,"Kansas"
"955","Labette County",21607,19618,248,222,"Kansas"
"956","Lane County",1750,1535,13,17,"Kansas"
"957","Leavenworth County",76227,81758,940,639,"Kansas"
"958","Lincoln County",3241,2962,21,36,"Kansas"
"959","Linn County",9656,9703,90,121,"Kansas"
"960","Logan County",2756,2794,41,19,"Kansas"
"961","Lyon County",33690,33195,389,276,"Kansas"
"962","McPherson County",29180,28542,305,336,"Kansas"
"963","Marion County",12660,11884,107,142,"Kansas"
"964","Marshall County",10117,9707,117,99,"Kansas"
"965","Meade County",4575,4033,38,34,"Kansas"
"966","Miami County",32787,34237,390,294,"Kansas"
"967","Mitchell County",6373,5979,72,102,"Kansas"
"968","Montgomery County",35471,31829,322,356,"Kansas"
"969","Morris County",5923,5620,75,70,"Kansas"
"970","Morton County",3233,2587,35,23,"Kansas"
"971","Nemaha County",10178,10231,152,84,"Kansas"
"972","Neosho County",16512,16007,182,171,"Kansas"
"973","Ness County",3107,2750,14,36,"Kansas"
"974","Norton County",5671,5361,51,62,"Kansas"
"975","Osage County",16295,15949,170,209,"Kansas"
"976","Osborne County",3858,3421,41,36,"Kansas"
"977","Ottawa County",6091,5704,39,57,"Kansas"
"978","Pawnee County",6973,6414,76,81,"Kansas"
"979","Phillips County",5642,5234,49,64,"Kansas"
"980","Pottawatomie County",21604,24383,347,195,"Kansas"
"981","Pratt County",9656,9164,95,87,"Kansas"
"982","Rawlins County",2519,2530,33,20,"Kansas"
"983","Reno County",64511,61998,670,699,"Kansas"
"984","Republic County",4980,4636,59,61,"Kansas"
"985","Rice County",10083,9537,103,94,"Kansas"
"986","Riley County",71115,74232,854,360,"Kansas"
"987","Rooks County",5181,4920,49,70,"Kansas"
"988","Rush County",3307,3036,28,27,"Kansas"
"989","Russell County",6970,6856,71,95,"Kansas"
"990","Saline County",55606,54224,682,500,"Kansas"
"991","Scott County",4936,4823,58,59,"Kansas"
"992","Sedgwick County",498365,516042,6705,4511,"Kansas"
"993","Seward County",22952,21428,403,110,"Kansas"
"994","Shawnee County",177934,176875,2002,1800,"Kansas"
"995","Sheridan County",2556,2521,31,21,"Kansas"
"996","Sherman County",6010,5917,72,74,"Kansas"
"997","Smith County",3853,3583,41,39,"Kansas"
"998","Stafford County",4437,4156,51,49,"Kansas"
"999","Stanton County",2235,2006,29,20,"Kansas"
"1000","Stevens County",5724,5485,62,32,"Kansas"
"1001","Sumner County",24132,22836,249,252,"Kansas"
"1002","Thomas County",7900,7777,115,58,"Kansas"
"1003","Trego County",3001,2803,19,41,"Kansas"
"1004","Wabaunsee County",7053,6931,74,51,"Kansas"
"1005","Wallace County",1485,1518,17,9,"Kansas"
"1006","Washington County",5799,5406,72,85,"Kansas"
"1007","Wichita County",2234,2119,28,16,"Kansas"
"1008","Wilson County",9409,8525,107,110,"Kansas"
"1009","Woodson County",3309,3138,35,40,"Kansas"
"1010","Wyandotte County",157505,165429,2477,1423,"Kansas"
"1012","Adair County",18656,19202,184,216,"Kentucky"
"1013","Allen County",19956,21315,239,242,"Kentucky"
"1014","Anderson County",21421,22747,252,211,"Kentucky"
"1015","Ballard County",8249,7888,76,98,"Kentucky"
"1016","Barren County",42173,44249,557,519,"Kentucky"
"1017","Bath County",11591,12500,194,161,"Kentucky"
"1018","Bell County",28691,26032,316,379,"Kentucky"
"1019","Boone County",118811,133581,1680,939,"Kentucky"
"1020","Bourbon County",19985,19788,208,235,"Kentucky"
"1021","Boyd County",49542,46718,493,597,"Kentucky"
"1022","Boyle County",28432,30060,310,317,"Kentucky"
"1023","Bracken County",8488,8303,97,100,"Kentucky"
"1024","Breathitt County",13878,12630,161,205,"Kentucky"
"1025","Breckinridge County",20059,20477,230,214,"Kentucky"
"1026","Bullitt County",74319,81676,777,653,"Kentucky"
"1027","Butler County",12690,12879,154,143,"Kentucky"
"1028","Caldwell County",12984,12747,139,164,"Kentucky"
"1029","Calloway County",37191,39001,359,407,"Kentucky"
"1030","Campbell County",90336,93584,1141,887,"Kentucky"
"1031","Carlisle County",5104,4760,53,48,"Kentucky"
"1032","Carroll County",10811,10631,141,125,"Kentucky"
"1033","Carter County",27720,26797,310,336,"Kentucky"
"1034","Casey County",15955,16159,185,202,"Kentucky"
"1035","Christian County",73955,70461,1466,627,"Kentucky"
"1036","Clark County",35613,36263,426,414,"Kentucky"
"1037","Clay County",21730,19901,239,245,"Kentucky"
"1038","Clinton County",10272,10218,121,109,"Kentucky"
"1039","Crittenden County",9315,8806,88,108,"Kentucky"
"1040","Cumberland County",6856,6614,67,104,"Kentucky"
"1041","Daviess County",96656,101511,1302,1044,"Kentucky"
"1042","Edmonson County",12161,12150,112,146,"Kentucky"
"1043","Elliott County",7852,7517,68,70,"Kentucky"
"1044","Estill County",14672,14106,139,187,"Kentucky"
"1045","Fayette County",295803,323152,3841,2405,"Kentucky"
"1046","Fleming County",14348,14581,199,161,"Kentucky"
"1047","Floyd County",39451,35589,416,522,"Kentucky"
"1048","Franklin County",49285,50991,605,539,"Kentucky"
"1049","Fulton County",6813,5969,54,90,"Kentucky"
"1050","Gallatin County",8589,8869,112,84,"Kentucky"
"1051","Garrard County",16912,17666,192,185,"Kentucky"
"1052","Grant County",24662,25069,363,250,"Kentucky"
"1053","Graves County",37121,37266,492,420,"Kentucky"
"1054","Grayson County",25746,26427,300,316,"Kentucky"
"1055","Green County",11258,10941,107,137,"Kentucky"
"1056","Greenup County",36910,35098,352,471,"Kentucky"
"1057","Hancock County",8565,8722,106,77,"Kentucky"
"1058","Hardin County",105543,110958,1443,972,"Kentucky"
"1059","Harlan County",29278,26010,298,400,"Kentucky"
"1060","Harrison County",18846,18886,234,218,"Kentucky"
"1061","Hart County",18199,19035,276,191,"Kentucky"
"1062","Henderson County",46250,45210,521,520,"Kentucky"
"1063","Henry County",15416,16126,181,166,"Kentucky"
"1064","Hickman County",4902,4380,35,63,"Kentucky"
"1065","Hopkins County",46920,44686,525,545,"Kentucky"
"1066","Jackson County",13494,13329,154,168,"Kentucky"
"1067","Jefferson County",741096,766757,9603,7744,"Kentucky"
"1068","Jessamine County",48586,54115,629,430,"Kentucky"
"1069","Johnson County",23356,22188,253,312,"Kentucky"
